position,company,salary,city,work_years,education,desc,domain,stage,scale
Plus数据分析,京东集团招聘,20k-30k,上海,经验3-5年,本科及以上,职位描述：工作内容：1.负责京东商城付费会员业务经营分析工作，从财务层面驱动业务发展；2.对业务有根据各业务特点建立合理的指标体系，并结合业务层面解析数据波动，洞察业务动作，为决策提供支持。3、快速响应上级需求，快速定位和分析问题，给出有效分析结论。4、针对公司核心项目/业务输出专项分析报告。5、针对各业务阶段性工作重心，联合各业务制定合理有效的阶段性绩效考核指标。6、结合业务特点，运用数据提取、建模、数据挖掘等能力为业务提供支持 任职资格：1、统计学、数学、计算机等相关专业大学本科以上学历，有3年以上经营分析，数据分析经验优先。2、具有较强的逻辑思维能力、优异的自主学习能力，对数据敏感，具备优秀的信息整合和分析能力。3、有数据建模理论和算法基础，具备统计学思维，掌握时间序列分析、预测分析等的能力。4、会使用诸如spss/sas/R/python等分析工具优先，精通excel。5、有较好的沟通能力、执行能力和团队协作精神，善于分享，勇于承担，积极探索与创新。 ,电商,上市公司,2000人以上
数据分析实习生,萨摩耶金服招聘,4k-6k,上海,经验不限,本科及以上,职位描述：工作职责1、协助风控团队完成项目、例如数据分析、数据建模等工作；2、能够快速根据项目需要学习并理解行业知识，并能在项目经理指导下完成部分数据分析工作；3、配合完成各部门的数据需求，协助解决问题。任职要求1、全日制本科及以上实习，数学、统计学、计算机等理工科背景优先；2、掌握SQL等数据库语言、能熟练操作数据库者优先。3、有Python使用经验优先；4、认真负责，有强烈的好奇心与探索精神，善于接受新鲜事物，学习能力强；5、逻辑清晰，书面与口头表达能力。,金融,C轮,萨摩耶金服获得PAG太盟亚洲C轮融资(C轮)，某著名行业风投(天使轮)
业务数据分析,Bigo招聘,20k-35k,广州,经验不限,本科及以上,职位描述：岗位职责：1.        设计前端埋点方案采集用户前端的行为数据，并和后端的交易数据以及其他渠道的数据整合，生成用户维度的整条数据链路2.        基于跨境电商的业务场景，理解业务指标体系，设计数据报表和监控体系反应业务运营状况；3.        分析用户‘选品、流量运营、采购、供应链各环节数据，发现业务的风险和机会点，提升业务效率；任职要求：1、统计学，数学或其他相关专业毕业；2、3年以上互联网或电商行业数据分析挖掘经验，对用数据驱动业务增长充满激情；3、逻辑严密，优秀的分析能力和数据呈现能力；4、对商业和业务逻辑敏感，优秀的系统性思维能力，沟通能力强；5、有很强的进取心和创业精神。,"移动互联网,社交",上市公司,2000人以上
数据分析师－【X1】,快手X1招聘,20k-40k,北京,经验1-3年,本科及以上,"职位描述：职位描述1、从数据视角出发，为快手游戏内容团队提供业务发展战略、产品改进建议等；2、以定量方法解决战略、产品、运营相关的各种复杂商业分析问题，能独立完成方法或策略设计、数据处理与分析的工程实现，结论展示的整个流程；3、对公司内外部数据进行挖掘，在深入理解用户行为、产品特点的基础上，自主发掘课题，提出建议，数据驱动战略、产品、运营决策。任职要求1、熟练掌握HiveSQL,Python／R等基本技能和工具，熟悉任何一种可视化工具；2、了解常用的算法，有在分析中结合算法解决实际业务问题的经验；对运筹学、概率论、计量经济学熟悉者优先；3、责任心强；有较强的发现问题、解决问题的能力；业务sense好，同理心强；学习能力快；4、游戏玩家优先；5、3-5年工作经验。",文娱丨内容,D轮及以上,2000人以上
数据分析师,HARB数据科学团队招聘,10k-20k,上海,经验1-3年,本科及以上,"职位描述：岗位职责：1．和大客户经理一同收集零售商和品牌商的需求，并进行归纳整理；2．依照公司的整体产品开发战略路径，同软件产品开发团队共同制定和管理产品算法研发计划 ；3．负责严格执行产品算法及分析的研发计划；4．参与及协助公司的市场推广及新业务的开发 ；5．参与及协助招募及建立数据科学团队 ；6．负责定制化的数据分析咨询项目；岗位要求：               1．有2年以上海量数据处理的经验（金融&零售数据优先）；2．有3年以上数据分析或数据建模的实战经验，熟练使用mysql,R，SAS,SPSS等工具 ；3．有与开发团队协作进行产品开发的经验 ；4．拥有团队协作精神并善于沟通和表达；5．很强的自我驱动力、结果导向并极具责任感；6．有激情、毅力，正能量；7．有良好沟通能力和团队协作精神；8．有零售，消费，电商类数据分析经验者优先；工作地点：北京",企业服务,B轮,50-150人
数据分析师,微博微博广告研发招聘,24k-40k,北京,经验3-5年,本科及以上,"职位描述：职位描述：1、熟悉广告业务相关分析指标；2、通过数据赋能业务团队快速定位优化目标,提供决策支撑；3、支持商业变现业务发展,产出日常分析报告,并能提供对重点业务的数据分析&洞见；4、理解业务方向和战略,发现业务发展过程的问题和捕捉商业机会；5、测算月度业绩目标,实时更新业绩进度；6、根据关键运营指标,建立数据监控机制,评估业务发展空间和健康度。任职要求：1、统计、数学等专业本科及以上学历,有互联网相关数据分析工作经历；2、熟练操作excel、SAS/SPSS、PPT等工具；3、良好的数据敏感度,较强的逻辑思维能力,能从海量数据提炼核心结果；4、具备敏锐的观察力和独立分析能力,有丰富的数据分析的经验；5、熟练独立编写商业数据分析报告,及时发现和分析其中隐含的变化和问题,具备良好的商业敏感度和创新意识,快速识别商业问题和机会。",文娱丨内容,上市公司,2000人以上
数据分析实习生,作业帮招聘,3k-4k,北京,经验应届毕业生,本科及以上,职位描述：工作职责:1、负责竞品相关数据监控，定期更新数据，形成相关报表；2、负责对异常数据进行分析并产出相关报告；3、协助分析师完成分析报告；4、领导交代的其他事宜。任职资格:1、数学、统计学或相关专业，本科以上学历；2、熟练使用office办公软件，精通Excel；3、每周至少3天以上时间坐班,工具,D轮及以上,Coatue、高盛、春华资本、红杉中国、GGV纪源资本、襄禾资本、天图投资、NEA、泰合资本(D轮及以上)，HCapital、老虎基金、红杉、君联、GGV、襄禾(C轮)，GGV（纪源资本）(B轮)，作业帮独立分拆，引入由红杉、君联领投的A轮融资(A轮)
数据分析师,玩吧数据招聘,15k-25k,北京,经验3-5年,本科及以上,职位描述：岗位职责：1.分析数据报表，监控产品运行数据2.理解业务流程和关键点，确认重点监控指标3.报告并分析数据异常的原因4.协助产品和运营同学查询数据、分析结论岗位要求：1.正直、诚实、认真2.三年以上数据分析经验，熟悉SQL，了解NoSQL，了解SQL优化与原理3.熟练使用Excel高级功能4.对移动互联网社交、娱乐产品有热情，相信数据可以产生价值 5.加分项：能编写简单的脚本或存储过程【玩吧】是一款娱乐社交APP，《快乐大本营》和《暴走大事件》官方推荐，冠名《PandaKill》，引领狼人杀现象级风潮，AppStore社交排行榜****5！公司策略稳健、行动迅速，我们需要你的才华，我们也懂得回报你的付出。,社交,B轮,150-500人
数据分析师,格上出行行销与客服中心招聘,8k-10k,杭州,经验1-3年,本科及以上,职位描述：提供数据支持以利产品策划与运营决策；并参与各业务部门的重点项目，从数据的角度给予决策建议。关注趋势及监控各类指标变化，以提前预警可能的问题。对于业务问题，研究影响之潜在因素，进行数据分析验证及提出改善建议。提供分析技术支持，并建立数据分析流程、规划及方法。职务资格：本科或以上学历，数学、统计学、计算机等和数据处理高度相关专业，2年以上互联网数据分析工作经验。有数据建模实践经验者优先，熟练使用SQL等数据库查询语言及word、excel、ppt等工具。能快速理解业务，具有良好的逻辑分析、信息整合、文字表达及沟通协调能力，可独立的分析和解决问题。,"移动互联网,企业服务",不需要融资,500-2000人
数据分析,迅雷招聘,15k-30k,深圳,经验3-5年,本科及以上,"职位描述：岗位职责：1.基于业务逻辑，建立业务数据模型，开发数据报表体系,为产品运营提供支持；2.深入理解产品细节,进行产品新功能与优化功能的数据跟进与效果分析；3.对产品方向与策略调整提供数据支持，提炼数据模型进行合理的数据预测与分析；任职要求：1.本科及以上学历，数学、统计、计算机、金融工程等专业优先；2.3年以上数据运营、数据分析、数据挖掘、等相关工作经验，有互联网行业数据分析经验者优先；3.熟悉掌握SQL，能熟练使用EXCEL、R、SPSS等数据工具，了解常用数据挖掘方法和模型，了解Hadoop等分布式系统，熟悉简单shell脚本；4.熟练掌握数据分析体系架构、方法和相关数据建模知识，有海量数据分析经验者优先；5.良好的逻辑思维能力，责任心强，有创业精神。负责迅雷商业产品的数据分析工作，内容包括数据体系的规划，业务数据的上报及埋点，业务问题定位排查，业务相关的数据分析工作。",工具,上市公司,500-2000人
数据分析师,华安保险招聘,10k-20k,深圳,经验1-3年,本科及以上,职位描述：1、负责部门业务指标体系及统计制度，按要求制作各类经营分析报告及专题分析报告；2、负责部门数据集市的搭建和自动化报表设计开发；3、负责总部及分部对内对外数据审核及报送；4、负责部门业务准备金合理性评估及方法论建立；5、负责部门业务营收、准备金及赔付测算，参与考核指标设定及测算；6、负责对部门数据（业务数据、外部数据、征信数据等）进行处理和分析，包括数据收集、清洗、整理、存储、挖掘分析等；发现和感知业务存在的安全风险和问题，完善基于数据的业务风险监控机制和监控指标，设计建立符合信保业务实际情况的信用评分模型。任职资格：本科及以上的学历，统计学、数学、计算机等数据相关专业优先，2年及以上数据分析相关工作经验，有银行、保险、小贷、消费金融等金融行业工作经验优先能够熟练运用SQL，有数据可视化、报表系统的开发经验；掌握Python/R/SAS/SPSS任一种数据提取和分析工具，有数据挖掘和数据建模项目实施经验者优先；良好的业务分析能力，有数据敏感度，能从数据中提取核心结论，并用清晰简洁的方式呈现结论；逻辑思维清晰，严谨细致，工作主动性强，跨团队沟通协作能力良好。,金融,不需要融资,2000人以上
数据分析师,爱奇艺招聘,20k-40k,北京,经验1-3年,本科及以上,职位描述：【岗位职责】:1、结合业务的发展目标，建立用户全生命周期分析，追踪分析用户行为，最大化用户价值；2、负责构建业务竞品数据池，及时了解行业情况，并依据行业情况判断业务发展水平和目标；    3、通过数据分析挖掘和研究用户需求，产出分析成果为产品改进提供数据支持，帮助完成产品优化；4、常态化输出反馈分析报告，提供给渠道、运营、产品线负责人，支撑进行产品线决策；5、沉淀日常分析需求，搭建平台化数据分析体系，建立例行的数据监控和汇报机制；6、优化和改进现有的数据统计和报表系统，提升分析效率；7、透过用户行为数据分析，明确潜在商业化价值，提出增值方案。【任职要求】:1、本科以上学历，统计学、数学、定量方向的社会学、计量经济学等专业；2、两年以上相关工作经历，有深度数据算法分析和建模工作经验优先；3、具备较强独立思考能力和逻辑思维能力，沟通表达能力强，善于跨部门协调沟通；4、能熟练独立编写数据分析报告，及时发现和分析其中隐含的变化和问题；5、有良好数据敏感度，能够熟练运用SQL，或熟练使用Excel或SAS/SPSS等统计分析工具；6、有丰富的数据分析、挖掘、清晰和建模的经验。【温馨提醒】：如果7天内您没有收到爱奇艺的面试邀请，那么目前我们不会安排您参加后续的面试环节，感谢您的理解和对爱奇艺的关注与认可。,文娱丨内容,上市公司,2000人以上
数据分析实习生,澳汰尔工程软件（上海）有限公司技术部招聘,2k-4k,上海,经验应届毕业生,本科及以上,职位描述：职位描述1.    熟悉SQL、SAS，R、Python等数据分析语言；2.    有数据挖掘，数据分析经验更佳；3.    统计，数学，计算机等相关专业；4.    学习能力强，细心耐心，热爱数据分析，大数据行业；5.    在职研究生最佳，每周至少实习3天，实习周期1年以上；,其他,C轮,150-500人
数据分析师,广州原象数据分析部招聘,6k-10k,广州,经验1-3年,本科及以上,职位描述：岗位职责：1、熟悉主流电商平台后台所提供的数据维度，并针对不同的业务建立分析体系，从中提取挖掘有价值的信息，提升数据支持运营能力2、与客户和运营方沟通，了解业务需求，准确识别需求方提出的问题，主动发现业务问题并转化为分析目标和详细需求3、通过对平台、行业、品牌、店铺的洞察，制定详细的定性定量分析，并独立编写商业数据分析报告，为客户提供决策依据4、熟悉平台内容营销玩法，对业务数据进行梳理汇总和跟踪监控，针对效果提出优化建议5、协助搭建公司数据管理平台，并负责产品的优化迭代和推动落地岗位要求：1、本科及以上，计算机、数学、统计学、心理学等相关专业2、2年以上的互联网数据分析工作经验，有内容营销分析项目经验的优先考虑3、熟悉使用SQL，熟悉至少一种关系型数据库软件（如：mysql、mssql、oracle）4、熟悉常用统计分析方法，熟悉运用Excel，Tableau，Python，R等数据分析工具5、主动性强，具有良好的逻辑思维、沟通能力和团队协作意识,电商,不需要融资,150-500人
高级数据分析师,百信银行招聘,15k-30k,北京,经验3-5年,本科及以上,职位描述：岗位职责 1、协助完成数据分析体系的建设，完善部门日常数据报表与分析指标，实现分析报告自动化； 2、根据部门业务需要，开展专题数据分析工作； 3、对业务数据进行分析和挖掘，为精细化运营管理提供数据支持； 4、负责用户行为数据分析，通过监控及分析，推动产品改进，运营调整； 5、协助建设自助式数据分析平台，提供数据化、可视化、智能化服务平台； 6、基于用户、场景和行为大数据，建立分析模型，持续完善用户画像，用户行为建模； 岗位要求 1、全日制统招本科及以上学历，三年以上数据分析或数据产品相关经验2、熟练使用SQL查询（包括但不限于Hive，MySQL，Oracle，熟练使用Hive者优先考虑） 3、扎实的数学和统计学知识，掌握数据分析及数据挖掘基本理论 4、熟练使用Excel（包括但不限于vlookup，match等函数、数据透视表等），具备独立制作PPT的能力 5、出色的逻辑能力和对数据敏感度；有细心，耐心，责任心、良好的沟通表达以及快速学习的能力 6、有使用过GrowingIO、神策等数据分析工具、熟练使用Python、R等数据分析语言或数据可视化工具如Tableau、PowerBI等优先 7、懂得增长黑客相关理论并有相关工作经验者优先,金融,不需要融资,150-500人
数据分析（ID:ZY）,北京瑞友招聘,10k-20k,成都,经验3-5年,本科及以上,职位描述：职责：•从各种来源（Oracle、Teradata、大数据平台[Hadoop]、企业数据资产、核心主机系统）获取并验证数据，以进行组合、综合和分析，产生见解•定义并进行测试，以验证数据是否符合目的，以及补救计算是否正确和准确•利用您对业务流程、澳新银行产品和数据的了解，确定账户，并在我们弄错时计算欠客户的退款•进行数据分析，以支持小队的个别任务•为客户、客户和群组产品生成、监控、展示和分析相关的客户洞察、成本、收益和风险；这可能包括业务案例、假设情景以及机会大小和评估•支持关键数据平台和/或数据调度工作，以支持向关键受众（如前线、其他部落）提供见解•通过记录和沟通导致客户补救的原因，有助于防止再补救•通过对同行进行数据分析技术和原则方面的教育和指导，完善负责任银行业务中的数据章节要求•在Hadoop/大数据技术、Oracle和Teradata中使用数据的“超级用户”级别•掌握分析、数据操作和表示的工具和技术的知识和经验（例如PL/SQL、PySpark、Hive、Impala和其他脚本工具）•能够定义、计划和执行数据测试•经验证的处理大型数据集的能力（10个TB）•有效沟通并向所有利益相关者展示的能力（将技术转化为非技术，反之亦然）•分析性和探究性思维，不断提高洞察力•强大的统计和法医分析能力•将数据见解转化为实际业务建议的强大能力•强大的辅导和指导技能•适度的数据可视化技能 英语读写良好，听说最起码敢于自我介绍 ,电商,上市公司,2000人以上
经营数据分析专家,PingPong金融产品招聘,20k-30k,杭州,经验3-5年,本科及以上,职位描述：岗位职责：1.结合融资业务特点，建立数据监控体系，完成项目可行性分析、输出业绩报告，并在业务迭代中持续提供数据支持；2.项目前期对市场、客群、业务方向进行深入分析，为产品、运营等决策提供引导，协助团队梳理和搭建数据指标体系；3.完成日常指标体系监控，分析指标数据，进行周期性数据总结，对异常情况进行预警；4.通过数据分析，及时发现产品存在的风险和机会点，进行分析并给出诊断，提出优化策略；5.结合行业数据、市场趋势，为长期业务发展方向提供战略层面的建议任职要求：1.985/211硕士及以上学历，统计学、数学、经济学、计算机等相关专业背景优先，国外知名院校学历优先；2.要求3年或以上数据分析工作经验，熟悉数据建模、报表分析、数据智能等相关工作，熟悉银行业金融机构零售信贷业务优先；3.有较强的Hive、SQL编写能力，能独立完成数据算法的处理，有较好的数据、图表呈现能力。4.有高度责任感和主动性，逻辑思维能力强，沟通能力佳，表达能力佳；具备英语环境工作能力优先；,"金融,电商",C轮,150-500人
数据分析师,证通股份大数据事业部招聘,20k-35k,上海,经验3-5年,本科及以上,职位描述：岗位职责：1.精通证券行业内外部各类数据的业务含义，研究并理解证券行业的业务需求和痛点，根据公司产品和业务流程需求，使用正确的数据分析方法解决业务问题并提供决策；2.负责数据质量监控和数据标准制定；3.负责资本市场行业与监管相关数据模型开发和分析报告编写；4.负责数据分析类项目中分析模块的实施，通过监控分析及时发现业务数据问题。 任职资格：1.统计、数学、金融及相关专业本科及以上学历，具备复合型教育背景者优先；2.3年以上的数据分析、数据治理、数据标准工作经验，具有证券行业从业经验；3.精通主数据、元数据、数据质量等企业数据治理相关的体系和方法；4.精通逻辑模型和物理模型建模、中间层模型理论以及多维模型的设计；5.熟练使用shell、python脚本开发，精通MySQL、Oracle等数据库开发；6.具有良好的洞察力，善于分析和解读数字，并将洞察分析和业务逻辑相结合；7.具有良好的口头和书面沟通表达能力，尤其是与非数据分析背景同事交流的能力，具有良好的团队协作精神。8.对数字敏感，并具备较强的逻辑思维能力，良好的沟通与创新能力；9.较好的人际沟通协调能力、协作能力及综合判断能力。,"移动互联网,金融",不需要融资,150-500人
数据分析师,东方新闻运营部招聘,10k-20k,上海,经验1-3年,本科及以上,职位描述：职位职责：1、负责APP广告效果分析，为广告效果提供具体分析和建议2、根据广告效果等数据进行业务分析，帮助业务快速提升3、建设业务分析模型，不断评估和优化业务分析模型。4、维护相关数据库，了解并整理相关业务维度和指标职位要求：1、数学、统计学、计算机相关专业优先，至少两年以上数据分析经验2、有广告行业数据分析经验，有过APP效果分析经验者优选3、精通EXCEL、SQL，熟练使用R/Python进行数据清洗、分析4、能快速理解业务，发掘业务细节和数据之间的联系5、熟练掌握Tableau等BI工具尤佳,"文娱丨内容,社交",不需要融资,500-2000人
高级数据分析师,K2DATA招聘,15k-25k,北京,经验3-5年,本科及以上,职位描述：工作方向为支撑中国智能制造和工业互联网发展战略，专注于工业大数据分析，侧重研究与应用的紧密结合，依照中国工业的需求将工业数据技术与工业人工智能技术的研究成果服务于中国工业的智能化转型与发展。包括：-工业数据的机器学习算法研究：针对典型的工业数据（时序数据、视觉数据、音频数据、文本数据等），研究多种数据类型下的机器学习算法。- 数字孪生体分析技术：将大数据分析技术（包括人工智能）与经典的工业领域模型结合，研究典型的工业分析模型（如故障诊断、能效优化等）-工业知识图谱：针对典型工业领域或行业，研究不同专业领域（研发、制造、运维等）数据的关联与查询，构建起数字孪生体的基础数据支撑 背景要求 1.精通机器学习算法，至少精通一个数据分析软件工具2.至少熟悉一门开发语言（Java/C/C++等），有一定的编程开发经验3.本科学历及以上，专业背景包括计算机、自动化、能源与动力工程、机械工程、化工、电气工程、电子工程等工科专业4.有行业经验经验优先5.有工程项目经验者优先,数据服务,B轮,150-500人
数据分析师,森香招聘,5k-7k,深圳,经验不限,本科及以上,职位描述：岗位职责：1、对平台数据统计、分析、搭建后台数据分析系统。2、支持数据分析，建立可视化数据分析模型。3、对日、周、月、季度、半年、年数据更新整理，按照需求提炼多样化数据及图表。 任职要求：1、大学本科以上学历，统计学、计算机相关专业。2、一年及以上工作经验，互联网金融行业优先。3、熟悉数据仓库和数据建模的相关技术细节，精通SQL/PHP语言的优先考虑。4、熟练掌握1-2种分析与建模工具，具备较强的数据处理和分析能力，具备大数据建模经验优先，如R、Python。5、具备较强的学习能力和优秀的表达能力。：,"移动互联网,金融",不需要融资,150-500人
高级数据分析师,租租车大数据中心招聘,13k-20k,广州,经验3-5年,本科及以上,职位描述：岗位职责：1、建立业务分析框架体系，为管理层决策和各业务策略提供有质量的数据支持，在数据层面上给出策略性建议；2、负责对应业务数据监控，持续跟踪业务指标数据，监测业务发展态势，分析问题优化点；3、协助完成公司管理层和所负责业务部门的各类专项研究需求，协助撰写数据分析和经营分析报告；4、收集和挖掘运营和市场的数据需求，针对不同业务场景，提炼核心指标和分析框架，并呈现、跟踪、分析；能通过常规数据分析方法发现业务数据存在的异常、趋势和可优化点；5、根据业务发展形态，逐渐积累可供业务产品使用的数据模型，组织跨部门协调沟通，推进产品及运营实施和不断完善。任职资格：1、本科及以上学历，统计学、数学、计算机专业，3年以上数据分析相关经验优先；2、有较强的逻辑思维能力，良好的沟通协调能力和执行推动能力；3、熟悉数仓的通用模型和建模方法论；4、熟悉Hadoop、Hive和相关BI工具如Tableau等；5、擅长R/SAS，python的优先；,"旅游,消费生活",C轮,"启明创投(A轮,C轮)，广发信德、创世伙伴CCV(B轮)，经纬中国(天使轮)"
数据分析师(python),小学宝技术部招聘,12k-15k,北京,经验1-3年,本科及以上,职位描述：数据分析师1.熟练使用sql，熟练掌握python或其他统计语言;2.具有一年以上的数据分析经验，熟悉数据统计工作，能快速熟悉业务及数据表，有效和数据需求方进行沟通以及处理，并针对业务提出基于数据的建议；3.熟悉数据统计和分析的流程，并且对数据交付中的数据校验等有自己的方法；4.本科以上学历，211及以上高校优先；熟练使用shell优先；具有数据分析能力优先；,移动互联网,A轮,洪泰基金(A轮)
资深数据分析师,达摩网络运营中心招聘,10k-20k,杭州,经验3-5年,本科及以上,职位描述：岗位职责：1.利用数据分析，建立业务数据模型，为品牌方提供运营状况的数据分析报告。2. 根据业务需求，结合我们的分析数据，提供报表，制定和优化运营策略，提高运营质量。3.推动公司数据挖掘、商业智能应用的分析研究、设计、开发。4.监控和分析核心指标，为运营及业务部门提供优化方案。5.建立合理的业务数据体系，赋能业务部门团队快速有效获取数据。 岗位要求：1.本科及以上学历，3年以上相关工作经验，应用数学、统计学、经济学等相关专业优先。2.对数据敏感度高，细心耐心，有很强的逻辑能力。3.熟悉掌握SAS/SPSS/R等分析工具，数据挖掘算法。4.熟悉至少一种数据库软件，有使用过永洪BI软件者优先。5.互联网或者新零售行业经验者优先考虑。6.有责任心，抗压能力强，具有丰富的团队管理经验。,"企业服务,消费生活",A轮,50-150人
金融数据分析师,华壹信融招聘,6k-12k,北京,经验不限,大专及以上,职位描述：1、节假日福利：享受周末双休，法定节假日公司会统一发放礼品，员工聚餐等，针对工作绩效突出的员工年假期间组织旅游。2、社保福利：按国家社保法规定，为全体员工办理社会保险，医疗保险等5个险种。公积金按照正常工资比例缴纳。3、年终奖：公司根据每年的企业经济效益与员工表现对在岗的员工发放年终奖，6-12个月薪资标准发放。薪资待遇：分析师助理：6000—12000岗位职责： （为新人提供免费培训）1、配合其它部门对数据进行整理分析，给出操作策略。2、严格执行公司各项制度，并定期收集交易数据，向上级汇报分析结果。3、按照各部门的交易要求，进行技术分析和基本面规律分析。4、配合其它部门工作需要，做好各部门间协调工作。任职资格：1、高中及以上学历，有经验者可无学历限制。2、开实习证明，实习结束后需留在公司就任。3、有较强的的责任心和团队协作精神。4、有证券，期货，基金从业证者优先。,金融,未融资,150-500人
数据分析（高级）工程师,字节跳动招聘,20k-40k,北京,经验不限,本科及以上,职位描述：职位职责：1、负责视频架构质量平台的架构设计、实现和发展规划相关工作；2、负责字节视频大数据量的指标清晰、模型建设、异常监控、根因分析相关工作；3、负责将数据分析的结果产品化，为直播、点播等产品赋能。职位要求：1、本科及以上学历，计算机、数学等相关专业；2、有良好的编程习惯，扎实的数据结构基础，成熟的思辨能力，熟练掌握Linux环境下的C/C++/Go/Python/Java等1至2种以上语言；3、具备数据分析、时序数据分析、Hadoop大数据组件经验从优。,文娱丨内容,C轮,2000人以上
数据分析师,字节跳动招聘,20k-40k,北京,经验3-5年,本科及以上,职位描述：职位职责：1、整体负责头条效率工程团队旗下一款产品的各项数据分析相关工作；2、对互联网即时通讯、企业办公、工具类及社交等领域有深入的了解，能从行业趋势和产品形态等角度，给业务方方向与业务模式的建议；3、全面分析各项影响产品体验提升与用户增长的因素，各项业务细节，结合业务方向，给出可落地的整体的产品优化方案；4、与产品，运营，研发等配合。推进优化方案落地执行，带来业务的实际提升增长；职位要求：1、好奇心强，求知欲强，有钻研探索精神，对数据分析有强烈兴趣者优先；2、有过成功业务优化经验者优先；3、有互联网公司数据分析，产品经理，运营经理，策略经理等多方面经验者优先；4、创新能力强，面对业务上各种新问题，能创造性的发明新的分析优化方案者优先；5、性格严谨细致认真。,文娱丨内容,C轮,2000人以上
数据分析师,字节跳动招聘,20k-40k,武汉,经验3-5年,本科及以上,职位描述：职位职责：1、整体负责字节跳动核心业务系统各项数据分析相关工作；2、对互联网即时通讯、企业办公、工具类及社交等领域有深入的了解，能从行业趋势和产品形态等角度，给业务方方向与业务模式的建议；3、全面分析各项影响产品体验提升与用户增长的因素，各项业务细节，结合业务方向，给出可落地的整体的产品优化方案；4、与产品，运营，研发等配合，推进优化方案落地执行，带来业务的实际提升增长。职位要求：1、好奇心强，求知欲强，有钻研探索精神，对数据分析有强烈兴趣者优先；2、有过成功业务优化经验者优先；3、有互联网公司数据分析，产品经理，运营经理，策略经理等多方面经验者优先；4、创新能力强，面对业务上各种新问题，能创造性的发明新的分析优化方案者优先；5、性格严谨细致认真。,文娱丨内容,C轮,2000人以上
数据分析师,上海小牛互娱智能科技有限公司数据分中心招聘,18k-30k,上海,经验5-10年,本科及以上,"职位描述：岗位职责：1.深入了解产品和业务，对问题进行深入数据分析，帮助运营决策、产品和业务策略发现、分析和解决问题，并建立相关的分析模型2.设计和验证数据分析模型，比如市场商业数据、用户数据、用户画像等3.深入专题分析，为公司互联网业务的运营决策提供全链路数据支持,对业务的数据策略进行优化4.带领低阶分析师成长，共同为业务输出价值任职要求：1.本科或硕士以上学历，计算机、统计、数学相关专业2.熟练的Excel图表使用、PPT撰写，熟悉SQL/数据库/hive，精通R/python进行数据分析，了解Tableau等BI工具3.工作态度积极主动，有较好的团队精神和沟通能力，工作细致认真",移动互联网,未融资,500-2000人
数据分析师,碧桂园集团数字化管理中心招聘,10k-20k,佛山,经验3-5年,本科及以上,职位描述：职位描述1.参与数据中台项目，负责挖掘需求场景并制定价值交付方案，包括根据业务需求，构建业务指标及分析体系辅助决策，并基于业务规律和数据探索构建数据预测模型，形成基于业务场景的端到端数据流程应用方案。2.负责产品线数据分析与运营，包括持续跟踪和监控业务指标表现，并根据业务痛点进行专项分析，常态化数据运营，为决策、管理提供数据支持。3.负责开发和持续完善各项业务数据的统计分析模型，确保分析模型的准确性、实用性及可衡量性。4.负责数据产品的价值交付与过程管理，包括制定项目计划、把控方案、协调资源、跟进进度，确保产品质量和过程合规性，高效完成交付实现预期价值。5、创造性的研发工作。  任职要求1、本科及以上学历，3年以上数据分析经验；熟悉地产业务，有顾问咨询经验优先；2、有数据分析、数据挖掘等相关工作经验，能独立完成数据清洗、数据分析、数据可视化的全过程，有独立数据分析项目经验；熟悉数据挖掘模型的特征工程、模型调参、模型评估、落地优化的全过程；3、熟悉企业管理的相关方法和实践，具有财务管理、营销管理、成本管理、投资管理等至少1个领域管理经验；4、具有项目计划、组织、领导、控制能力，能够通过出色的项目管理来达成预定的项目目标；5、有较强学习能力，良好的沟通、协调能力，善于团队协作，做事主动，责任心强，执行力强，抗压能力强；  工作地点：句容、武汉、郑州、成都,"数据服务,房产家居",不需要融资,2000人以上
数据分析,KLOOK 客路旅行Data招聘,18k-35k,深圳,经验1-3年,本科及以上,职位描述：【岗位职责】1.用户模型研究，根据不同业务场景提供用户相关数据分析2.挖掘业务数据需求，为产品，市场，运营等部门提供决策支持3.业务数据指标搭建，建立可视化商业报表4.反欺诈风险模型的完善与持续优化【任职资格】1.本科以上学历。数学、统计、计算机相关专业优先2.两年以上数据分析相关工作经验3.熟悉数据库，精通SQL脚本编写。掌握Python/R分析工具者优先4.良好逻辑思维能力，掌握数据分析方法，熟悉数据建模知识，能撰写数据分析报告5.良好学习能力，良好跨部门沟通能力【KLOOK福利】1、舒适、健康、人性化的办公环境；2、扁平化的团队管理，业务飞速发展，你的能力和价值很快会被大家看到；3、开放和充满激情的国际化团队，男女高颜值并且比例协调，每个人都有那么一点传奇；4、独特的创业团队氛围会让你在完成工作之余，还有自己的时间学习、成长；5、还要跟Homie同富游：团队足迹踏遍国家50+，等你来一起占领地球；6、团队天天下午茶，周周小聚餐，月胖三斤不是梦。,旅游,D轮及以上,软银愿景基金领投、红杉资本中国基金、经纬中国、TCV、OurCrowd等(D轮及以上)，红杉中国、经纬中国、博裕资本、TCV、高盛(D轮及以上)，KLOOK连续完成B轮C轮两轮融资，投资方包括红杉中国、高盛、经纬创投等(C轮)，获经纬中国及华创资本的A轮融资(A轮)
